CID,SD,SD Z-score,DR,XC50,Activity,neut-smiles,Embeddings,# atoms,Max atomic num
4969416,50.58,7.221831956,4.711080394,19.45,Active,O=C(O)CSc1cc(C(=O)c2ccccc2O)cn2c(=O)c3c4c(sc3nc12)CCCC4,"[-0.4903065, -0.997839, -1.8448293, -0.6455958, 1.2566375, 2.5091605, 1.5424141, 0.75001824, 0.01519252, -0.7495666, -0.8421291, 0.5827377, -0.606953, 2.0297625, -0.8819511, 2.182971, 2.0387552, 0.7961471, -0.7425717, -1.7959965, 0.02793946, 1.0970075, 2.3550522, -0.9011174, -0.5897467, -1.2055475, 1.3891327, -1.4246775, 1.8919548, 1.789632, 0.29656294, -2.5978057, -0.31576234, -5.911203, 0.5646797, -3.7645712, 1.3778485, -3.7674553, 1.1934794, 1.3826233, -2.434291, 2.6873748, -0.08679435, -4.1545763, -1.4072675, -2.784712, 2.0401635, 1.8185482, 1.1719055, -1.5195559, 1.7030222, 0.747069, -0.3864072, -2.004257, -1.1710047, 1.2332281, -0.15399246, -2.700237, 0.52252346, 1.9299704, 1.6713293, 2.7624514, -0.8022768, 0.23412716]",32,53
135845991,55.7,8.010480945,5.515700161,3.05,Active,Cc1cc([N+](=O)[O-])cc(C=NNC(=O)C2COc3ccccc3O2)c1O,"[-0.7809897, -1.196704, -0.15258475, -1.5708741, 1.0351349, 1.5450253, 1.4794973, -1.5053593, 1.1276277, 1.0508962, -0.62930316, 0.73288333, -1.8614267, 1.7454615, -1.1709347, 1.3443217, 1.8368669, 2.1459897, -0.90333116, -0.5519345, -1.7653869, 1.6015444, -0.23541343, 0.5904848, -1.0190609, -1.218434, 2.1917505, 0.03718572, -1.9822116, 1.4469546, 0.28806093, -0.7849802, 0.53966296, -2.5871477, 2.006042, -1.2731115, 1.106732, -1.4490371, 0.35657665, 0.94067645, 0.4631538, 1.7768534, -0.7466855, -2.9972696, 1.9369272, -1.44699, 1.5338116, 1.1050143, 1.5857227, -2.0235605, 1.127899, 1.5401781, -1.5813985, -0.9284952, 0.1558453, 2.4778776, 2.2275496, -1.52132, -0.8132234, 2.0079367, 1.5467666, 0.0359309, -0.7053531, 0.9879639]",26,53
3641576,53.27,7.636180741,4.363813105,43.27,Active,COc1ccc(-c2[nH]nc3c2C2(C(=O)N(CC(=O)O)c4ccccc42)C(C#N)=C(N)O3)cc1OC,"[-0.29955313, -0.8469802, -0.37063733, -1.2274739, 1.2284443, 2.8504267, 1.4692816, -1.6050617, -0.30012164, 1.3462245, -0.7441534, 0.6613128, 0.42361745, 1.1814144, -1.6564611, 1.6110431, 1.7807335, 0.6978265, 0.23089899, -0.86539537, -0.73771715, 1.435449, 2.364939, -0.965694, -0.4702679, -2.164032, 1.7246025, 0.50194204, -0.94946975, -0.38384283, -0.19170627, -1.7026746, -1.7136042, -3.768574, 2.3888092, -0.754814, -0.05761221, -0.469202, 3.0687675, 0.9167581, -0.87516075, 1.5856576, -0.8062497, -3.172243, -0.30817747, -1.774235, 3.8281996, 3.2353349, 0.8545262, 0.72767717, 1.777762, 2.0082114, 0.02639751, -0.94636786, -0.20527907, 1.3955353, 2.295385, 1.6977172, 1.495679, 1.1036305, 1.3028765, 2.5821953, -1.1590842, 0.8087277]",35,53
5322224,39.65,5.538251205,4.265840487,54.22,Active,CCCCN(CCCC)Cc1c(O)ccc2c3c(c(=O)oc12)CCC3,"[-1.0162419, 0.70676816, 0.6702267, -1.6675999, 1.6077329, 1.3080345, -0.8886742, 0.54858065, 0.11471331, 1.7662618, -0.89798546, 0.08006828, -0.21965855, 1.2194269, 1.755423, 1.9060752, 1.7645252, -0.48878354, -0.61701, -1.2331141, -0.11105131, -0.6946696, 2.4210708, 0.38271764, 0.9401416, -0.6729162, 0.05759365, 1.8684918, 2.0644035, -0.13641438, -1.293357, -0.6524373, 1.0022072, -2.22222, 1.0413011, -0.5779029, 0.99252796, -0.12475093, 0.73315066, -0.4913701, 0.03376335, 0.46903077, -0.9623318, -1.601514, 1.3564925, -1.9432925, 0.7469512, 0.75656265, 0.936706, 1.3644165, 1.0143071, 0.3710176, 0.9994739, -0.4600074, -0.59604645, 1.9969311, 1.3468161, 1.2349564, 2.7426205, -2.6595314, 1.3621564, 1.3269219, -1.2710866, 1.0961396]",25,53
5846704,38.51,5.362653579,4.214883805,60.97,Active,CCN(CC)CCCNc1oc(C=Cc2ccccc2)nc1C#N,"[-0.65534365, 0.9790604, -0.7961108, -0.6614306, 1.532596, -0.161847, 0.33797246, -0.9419081, -1.3154018, 0.54150397, 0.14289217, 0.964113, -0.41905883, 0.4344243, 1.8684038, -0.8778405, 0.26839992, -1.7840283, 0.08391445, -0.06973177, 0.33797094, -1.4167379, 0.22643876, 0.157542, -0.15826148, 0.56314486, -0.88852257, 0.0449593, 0.3711541, 0.77080816, -0.84050536, 1.3843869, 0.6755388, -1.0970184, 2.434034, -0.24750306, -1.307985, -0.68222696, -0.620485, 1.3125298, 2.5708363, 0.21493037, 1.7075163, 0.76848656, -1.423197, -2.0505517, 0.34301803, -1.4082592, -1.3398168, 3.218552, -1.9592644, -0.93389595, 2.0196152, -0.02522286, 0.22506014, 1.0341226, 1.0380479, 4.176973, 0.23041582, 0.8365131, -0.18161854, 1.465006, 1.0334488, 0.12850666]",24,53
658921,38.58,5.373435889,4.640164518,22.9,Active,N#Cc1c(NC(=O)c2ccc(Br)o2)n(-c2ccccc2)c2nc3ccccc3nc12,"[-0.43266824, -0.34383884, 2.0127494, -0.36398146, 3.266964, 1.6050588, 2.191757, -2.7632735, -0.6680419, -1.3684336, -0.53347, -0.47113848, 0.3746986, 1.3170886, 2.8735013, -1.729229, 2.8140945, -0.6462776, -1.7662448, -1.8076258, 1.6355662, 0.75489944, 0.59584653, 1.0420848, -1.8409499, -2.4224792, 1.2067555, -1.1120594, 1.5447901, 0.648492, -1.9006346, -0.88282144, 1.1509205, -1.6780232, 0.3311407, -1.3319815, 1.5106064, -0.04256815, 1.2697108, 0.682638, -1.4734392, -1.2678772, 1.055709, -4.4216037, 1.5727543, -3.0066822, -0.16716969, -1.5275558, -0.5750313, -2.1955082, 2.3439043, 0.9723495, -0.16079907, -0.8949413, 0.547457, -0.09774951, 1.4902208, -0.51513124, 0.04088512, -1.5841292, 1.7289121, 1.5712619, 0.20250712, 1.8766578]",30,53
5541651,28.75,3.859291444,4.381428972,41.55,Active,CCCCc1cc(=O)oc2c(CN(CC)CC)c(O)c(Cl)cc12,"[0.0019810922, 0.33273208, -1.1811401, -1.5701219, 0.90455604, 0.92201054, 0.95794213, 1.2290308, 1.5074134, -1.7550994, -1.206943, -0.13590598, 0.37861916, 1.6997944, 0.086824805, 0.7004903, 0.48123357, 1.682447, 0.69563073, -0.32135934, -0.37267661, 0.73191017, 2.0697212, -0.3594524, -0.2478153, 0.1522824, -0.15564299, -0.075973161, 1.4099735, 1.5283833, -1.5403364, 0.10776465, 0.07787253, -0.5025456, 1.0147499, -1.5665498, 1.023904, -0.12138589, 0.60810882, 0.21069434, 0.24934536, 0.8871423, -1.4317548, -0.83444196, -1.494508, -2.4535639, 1.1658145, 0.73869109, 1.5689771, -0.46263912, 0.59200037, 0.67601246, -1.9944317, -1.3386458, 0.31968766, 1.7654868, -0.19682661, -0.54891217, 1.4732422, -2.4615848, 1.7229143, 1.7781404, -1.2362254, 0.70270616]",23,53
997247,35.29,4.866667301,4.245728131,56.79,Active,COc1ccc(C(=O)NNC(=O)CSc2nnc(-c3ccc(O)cc3)n2C)cc1,"[-0.49989012, -0.17023005, 0.17447959, -0.13477482, 0.9693913, 0.7271922, 1.7962403, -1.6060945, -0.8981893, 1.5275239, 0.09662202, -0.3127222, -1.0232201, -0.27095848, -1.8737879, 3.2149382, 1.3950171, 2.0516856, -0.39030582, -0.52998555, -0.8746767, 1.790868, 1.2601291, 0.7660089, -0.41769773, 0.04789443, -1.209195, -1.6052797, -2.1247938, -0.39985403, 0.20195624, -0.16652885, -1.5243849, -2.9203396, -1.676675, 0.48114026, 0.00594714, 0.4384613, 0.00568902, -1.4453135, 0.0774351, 1.1411791, 0.9465449, -1.0803593, -1.1726737, -0.40424612, 0.4693569, 0.40596405, 1.8484186, 0.75470924, -0.14633341, 0.25125444, -0.1264994, 0.30897537, -0.20800392, 1.4811195, 1.0114961, -0.21158233, 0.91560984, 1.749296, 1.5313882, 0.98583513, 0.01550229, 1.6459368]",29,53
9654850,41.16,5.770841044,4.410273744,38.88,Active,O=C(O)COc1ccccc1C=NNc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1[N+](=O)[O-],"[-0.53069395, -1.792496, -1.6752037, -0.13028494, 0.97413266, 0.74477315, 2.6997113, -3.740723, -0.28196606, 0.9569014, -1.6750546, 0.30421382, -2.0706794, -0.02459712, -1.9093349, 2.8138506, 0.5036238, 1.2891407, -2.1703665, -1.0784221, 0.19702557, 1.4731284, 2.01206, -0.4921283, -0.3043913, -1.8989176, -0.9454303, 0.39593318, -0.69295293, 1.2452365, 0.23168357, -1.8603641, -0.6180962, -3.5893316, 0.29223946, -3.4844787, 1.6603396, -1.9133229, -0.2502206, 1.1399169, -1.0512207, 1.9958695, 0.51181597, -1.9779963, -1.8805671, 0.09958411, 1.8415382, 0.43780333, 1.5011383, -4.4032426, 1.8762451, 1.4745184, -0.44228926, -0.82936627, -2.545169, 0.3757602, 1.4567809, -4.9197807, 1.7629229, 1.9956489, 1.8759314, 1.5681199, -0.751468, -0.5421514]",34,53
135433338,58.17,8.390942468,4.674484337,21.16,Active,COc1cccc(-c2nc(SCC(=O)Nc3nc(-c4ccccc4)c(C)s3)[nH]c(=O)c2C#N)c1,"[0.20246972, 0.10858698, 1.2052548, 0.5092732, 2.6124282, 2.220386, 1.6626444, -1.1027548, 0.5009275, 0.6800238, 0.4803973, 0.403747, -0.7744273, 1.2910054, -1.5543456, 2.841445, 2.590802, 2.9214435, -0.82182103, -0.34134492, -0.2672618, -0.02238115, 2.108448, -0.06246714, 0.53653586, -1.3120382, 1.1555145, -1.9801803, -1.2347772, 1.8538388, -0.18698086, 0.7713377, -0.7000911, -3.609867, 0.9470948, -1.7874936, 1.3054576, -0.8079635, 2.4026856, -0.1600365, -0.5830729, 2.4756312, 1.5988204, -1.2023779, -1.099723, -3.4744847, 1.495768, 1.8445183, 1.7877314, 1.2751464, 2.2927427, -0.91826403, -1.3234507, -0.16699399, 0.5329706, 1.4239588, 0.48091093, -1.3656694, 1.9134216, 1.9810374, 2.0758605, 1.4046949, -0.5509309, 1.3312205]",34,53
135492054,30.21,4.084179632,4.257274869,55.3,Active,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)Nc4ccc(O)c(C(=O)O)c4)ccc3OCC)nc12,"[-2.6779788, -0.2679601, -1.9440466, -0.6280161, -0.71261036, 0.3116052, 2.3732085, 0.44495177, -0.37720546, 2.3661573, 0.01092223, -0.24083327, -2.4239018, 1.1047208, -2.3205712, 1.9607817, 0.69603115, 1.2213145, -1.1044141, -1.3512747, -0.89738774, 1.6502994, 1.9580415, 1.1719525, -2.2018301, -0.45807925, -1.0180359, -0.70821875, -3.2525039, 0.5153425, -1.2272245, -2.7985585, -1.5341153, -2.595009, -1.1009716, -0.91667295, -1.6404538, -0.17897171, 1.0554799, -0.8785578, -0.67219913, 1.88243, -1.1685473, -1.4303888, -1.462429, -2.818668, -1.3574227, 1.1959676, -0.7503245, -2.1058762, -1.1973959, -1.2053193, -2.2014554, -1.6639153, 0.6902309, 0.94896525, 1.3550999, -0.20714402, -1.5179912, 1.9445864, 0.30191544, 1.471746, 0.4072107, 0.05790446]",37,53
4598644,30.38,4.110365243,3.827397069,148.8,Active,O=C(c1cnc2n(c1=O)CCS2)N(C1CCCCC1)C1CCCCC1,"[-1.9380563, -0.01906958, 0.82539755, -0.2783333, -0.30561614, -0.83465564, 0.2473439, -0.06994523, 2.0617802, -1.4381521, -1.086486, -1.7891173, -0.46316895, 0.09690827, 1.1872088, -1.55638, 0.11306386, -1.3552002, -0.1785106, 1.7111382, 0.7674872, 1.8942589, -0.09990351, 0.6509841, 0.27604315, -1.5315878, -0.43218908, -2.0450442, -0.8050356, 1.6467806, 1.5784898, 0.896972, -1.4453163, 0.9193379, -0.72696656, 0.98244053, 1.4431227, 1.8029983, 0.49236804, 1.3891784, -0.9161081, 0.5511459, -1.2351598, 0.39099357, -0.9084478, -0.46046746, -0.4744046, 0.9700798, 0.89155895, -1.2269673, -1.6991231, -0.16013773, -0.23592716, -0.03436693, 0.10099427, 1.2528224, 0.1958296, 0.60496867, -1.6321872, -2.0774627, -0.57473385, 0.24148874, -1.285352, 0.68010885]",25,53
2978460,71.05,10.37488758,5.560667306,2.75,Active,O=C(O)c1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2F)N3)cc1,"[-0.36018524, -1.534781, -0.27168915, 0.6665911, 1.2454697, 1.1738242, 1.6461726, -2.1958244, 1.3731933, 1.5144103, -1.2890424, -1.4695303, 0.35217896, 3.3095577, 0.57758063, 2.3986323, 1.3659452, 2.1420722, 0.13745426, -0.8411969, -0.75764996, 1.4040377, 1.3886441, 1.047366, -1.3261586, -2.745566, 1.4128219, -0.83392656, -1.4945278, 4.117503, -0.81411606, 1.6797419, -0.31475985, -1.9221015, -0.19294938, -3.1264496, 1.6485695, 0.0151418, 1.8911117, 3.3286636, -0.14873564, 2.131513, 0.6913062, -3.1792395, 1.5243129, -4.4004755, 2.0742104, -0.95098555, 0.9275572, -2.9168522, 3.0933304, 3.2531126, 0.13451888, 0.5006481, -1.2367874, 1.7368941, 1.370907, -4.3166566, 1.5133762, -3.1192365, 0.3462885, 1.7415612, -2.0061557, 1.8021408]",33,53
1958984,42.78,6.020374513,4.239728339,57.58,Active,N=C1C(=Cc2coc3ccc(O)cc3c2=O)C(=O)N=C2SC=CN12,"[-0.7852491, -2.7611995, -2.294633, 0.05927074, 0.66657203, 1.0429102, 1.2944412, -0.5010052, 0.7106106, 0.6314396, 1.4032644, 1.0743589, 0.16963217, 0.97822374, 0.5428567, 1.3629365, 0.48721096, 1.9288749, -0.84815943, 0.55637044, -0.3931063, 1.9059312, 1.5083477, 0.6584647, -0.68972147, -0.5439268, 1.7675633, -1.3043187, 0.4324421, 1.3848876, -0.44075364, -0.77134204, -0.5463719, -2.2453322, 0.02237293, -0.8264744, 2.2589676, -1.8740057, 0.8142837, 0.8520181, -2.8382967, 1.7840475, 0.50676084, -2.851035, -0.22884251, -2.4117544, 1.1887364, 1.50019, 1.4409117, -2.4281933, 2.3345966, 0.9722893, -1.5933278, -0.541109, 0.5302663, 0.21800172, 1.7331033, -1.8895113, 1.0943521, -1.7749158, 1.5769687, 1.9283572, -0.13956143, 2.173389]",24,53
788071,39.21,5.470476683,4.484391051,32.78,Active,Cc1cc(=O)oc2cc3c(cc12)OCCN3,"[-0.00020832295, 0.048769802, -1.2599446, -0.87817144, 1.569729, 0.85093045, 0.80761868, 0.30429456, 2.0331836, -0.1401756, -0.63743299, -0.31679836, -1.4921758, 0.34994882, 0.7761389, 0.80347872, 0.90842801, 1.4675857, 0.17508638, 0.58095819, -0.25236037, 1.1145658, 1.2799473, 0.13686305, 0.026502237, 0.42586124, 1.182168, 0.69634563, 2.0203581, -0.28645575, 0.25498331, 0.87676972, 0.47244453, -0.66799653, 0.45570496, -0.42679077, 0.59974456, -0.24500664, 0.48811042, 0.84792984, 0.051360246, 0.98982978, -0.53830755, -1.2266471, 0.31600198, 0.29726481, 1.3110719, 0.92509216, 0.94708019, 1.2822976, 2.5726187, 1.3929524, -1.3604747, -0.13819899, 0.23913397, 1.3694814, 2.8342705, -0.73649389, 1.1608994, -1.3573793, 0.31979448, 1.1945491, -0.11864344, 0.90258706]",16,53
1967568,29.02,3.900880356,4.209433375,61.74,Active,Cc1nn2c(N3CCN(C)CC3)c3c(nc2c1-c1ccccc1)CCCC3,"[-0.08160258, 0.08495894, 1.3552724, -0.01786473, -1.4188614, 1.7940395, -2.682425, 0.35652193, -1.2361354, -0.73372036, -1.0059175, -0.41350514, 0.3393079, -0.07049827, 2.260718, -1.667736, 1.4686271, -0.51278657, -1.0571398, 0.45255908, 1.3587465, -0.09953472, 0.4640434, 2.0344973, -0.46531108, -1.1332954, 1.7034863, 1.4338187, 0.17377384, 0.40444422, -0.14086019, 1.3773433, 0.6113958, 1.8541393, 0.517779, 0.4103595, -0.9499491, 0.43408215, -1.9089404, 1.1665725, -1.2089537, -0.80667365, 1.0035461, 0.4642334, -0.6888471, -1.5469756, -1.2356629, 1.3236479, -1.5781639, 1.5294842, -1.6360837, -0.16492036, -1.2060859, -0.5651265, 0.25883678, -1.2379632, -0.55238193, -0.04957679, 0.23986393, -2.049236, -1.7485049, 0.6449401, 0.9112054, 0.43099308]",27,53
