CID,SD,SD Z-score,DR,XC50,Activity,neut-smiles,Embeddings,# atoms,Max atomic num
3186974,34.89,4.805054099,4.396747338,40.11,Active,COc1cc(NC(=O)CSc2ncnc3scc(-c4ccccc4)c23)c(C(=O)O)cc1OC,"[-0.4859623, -0.5565003, -1.0057096, -2.032883, 1.3596627, 1.7594959, 2.346093, -1.5614363, 0.6343004, 0.37573135, -0.17189965, -1.5436364, -0.94150203, 0.45231822, -1.9188167, -0.9089174, 1.6412727, 1.5934623, -1.5160489, -0.61128485, -1.1938136, 0.76009685, 1.99142, -0.2156623, -0.33834732, -2.2799098, 0.22624947, -0.34464997, -2.5941336, 0.6245298, -0.09510552, -0.35623777, -1.8025804, -2.4247575, 0.18383266, -2.2573452, -1.8833007, -0.07625572, 1.680063, 0.96793056, 0.49792376, 1.0034086, 0.23887137, -3.5209587, 1.0010855, -2.446016, 1.352535, 1.7092506, 1.3234544, 0.21343502, -0.5642225, 1.7217085, -1.4009099, -0.87803113, 0.7147198, 0.6864201, 0.7070332, -2.1237168, 1.0569967, 1.3933636, 1.375861, 1.8281344, 0.65538037, 0.61234206]",33,53
1981002,44.09,6.22215775,4.450506287,35.44,Active,CCc1nnc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)c3cccs3)cc2)s1,"[-0.53904426, -0.03281214, -1.8490584, 0.6652864, -0.56121373, -1.9169335, 0.9195648, 1.0267588, -0.7501996, 2.3506558, 0.32384184, -0.13698159, -0.4509085, 1.0143248, -0.82539237, 2.7215838, 2.1951292, 2.4798994, 0.2614786, -1.1862386, -0.4965184, 0.97476906, 1.0441707, -0.06709523, -0.3436993, -1.4161683, -0.723993, -1.6320226, -2.1977153, 1.6323829, -0.32128707, 0.892311, -0.79833275, -0.13640755, -1.3196391, 0.0926586, 1.7894087, -0.90606976, 1.1623563, 2.147438, -0.8637894, 2.2804782, 0.47923368, -0.9061185, -0.98576856, -1.2465448, -0.2537064, 0.81919867, -1.8048675, -1.5188564, -1.319113, 0.5695851, -1.0109177, 0.11245727, -0.15968035, 3.154988, 0.4509824, 0.9283322, 2.8427498, 1.1020706, 1.9076424, -0.55944806, 0.08761028, -0.17204764]",28,53
135557872,48.08,6.836749442,4.889747083,12.89,Active,Cc1nc(C)c(C(=O)NN=Cc2cc(Br)ccc2O)s1,"[-1.8169814, -0.08759499, -2.2513752, 0.27347243, 1.4947506, 0.34203437, 1.4110032, -0.1420355, 0.7135672, 1.549892, -1.7711358, 0.9065073, -0.1429826, 1.1095072, -1.3244814, 2.4557753, 0.38926637, 1.2856921, 0.34194136, -3.3264785, 0.29639396, 1.3816975, 1.4884839, 0.97392344, -0.05726687, -2.1280346, -1.0494661, 0.02728259, -0.43010068, 0.6463708, 0.02403889, -1.3291025, -0.60502476, -2.714439, 0.8379985, -2.9852967, 1.6484046, -0.03930471, 1.2142196, 1.5697877, -0.68019795, 2.462424, 0.060324, -2.1136034, -0.31474176, -2.147036, 1.1679869, 2.209178, 2.0500536, 0.02835784, 0.9317397, 2.9918973, -0.69777864, -1.3352987, -0.3984351, 2.2599483, 0.7833218, -2.659987, -0.9899208, 0.9350113, 1.6610177, 0.90813655, -0.51412433, 2.5238116]",20,53
2542879,36.25,5.014538986,4.177831921,66.4,Active,COc1cc(C=CC(=O)O)cc(S(=O)(=O)Nc2ccc3nc(SC)sc3c2)c1OC,"[-1.146004, -0.34891498, 0.97802997, -0.97338194, 1.1213906, 2.123132, 1.9252132, -2.105784, -0.9917232, 1.0026593, -0.08056348, 0.8922876, -2.2879782, 1.060698, -0.81882584, 1.0092176, 2.551964, 0.85314494, -1.2472724, -0.6793995, -0.8917801, 0.7721271, 1.5733252, 0.62151164, 1.7138507, -3.5998065, 1.8404554, -0.370662, -0.80900997, 0.48295018, -0.46777123, -1.4603992, -1.3566409, -3.4764662, 1.4207543, -0.8113079, 0.6512682, -0.39960408, 0.5958931, 0.04920807, 0.02727491, 0.7746618, -0.5245671, -1.4327056, 0.76099014, -1.0331587, 1.0184213, 0.61404973, 0.730743, -1.4957318, 1.8204603, 0.37434736, 0.11155938, -0.4691514, -0.23097561, 1.1031009, 1.7932703, -0.10959645, -0.02616984, 1.060694, 0.9656189, 0.02365329, -0.22522596, 0.34824118]",30,53
652585,28.94,3.888557715,3.986446569,103.17,Active,O=C(CN1C(=O)C2CCCCN2C(=O)c2ccccc21)N1CCCc2ccccc21,"[-0.50172466, -1.082036, -0.16017978, 1.3570328, 1.1843753, 0.7764451, -0.00604179, -0.0874078, -2.111974, -0.24321793, 0.03785029, 0.53637487, 0.41294459, -1.6860012, -0.5689548, -0.5940989, 0.702811, -2.225307, -0.9107402, -2.9215631, 0.27725968, -0.34331548, 0.25272074, 0.25141633, -0.00497141, -0.43816173, 1.7856207, -0.03331318, 1.9784515, 0.8448349, -0.5309493, -0.16704091, 1.2733759, -0.1662007, 2.0708947, 0.10979816, -0.9827214, -0.5925437, -0.9880163, 1.783739, -0.31552187, 0.6995783, 1.7830607, -1.5108286, 0.31971478, -1.8028153, 1.3058647, 0.5682841, 0.42623076, -1.6423796, 1.191984, 1.4961618, -0.3744968, -0.61313194, 0.27982536, -0.95361155, 0.8666889, 1.6131598, 2.5250852, 0.92424816, 0.03960251, 0.40917292, -0.4339366, -0.7079025]",30,53
1950819,31.36,4.261317589,4.307593765,49.25,Active,O=C(O)COc1ccc(Br)cc1CP(=O)(c1ccccc1)c1ccccc1,"[-0.19815634, 0.09259583, -1.4890811, 0.37494996, -0.84446055, -1.553425, 0.8688448, -1.410497, 0.1918651, 1.4132727, -0.5518485, 0.08139484, -0.36610645, 1.5260797, 0.63770723, 1.443734, 0.78780365, 2.4588947, -1.0376151, -0.29594162, 0.32047698, 1.23909, 0.23293063, -0.9301533, -0.50175, -0.93535906, 1.0994033, -0.4613154, 0.9936802, 2.09315, -0.32352558, -1.4904146, 0.6373485, -1.4161462, -0.6575322, 0.29963276, 0.47132552, -0.98870856, 1.6992832, 0.18943551, -1.825435, 1.6185578, 0.8796814, -1.7363241, 0.6825827, -2.1560273, -0.39143884, 0.9561141, 0.1786655, -3.3546069, 2.8447921, 1.1168805, 0.6236844, 0.42640042, -1.698846, 0.15000926, 1.8384309, -1.4082063, 1.761339, -2.7420502, 0.1026896, 2.1388538, -0.33173054, 1.8884122]",27,53
3800431,64.95,9.435286246,4.692503962,20.3,Active,O=C(O)CCCC(=O)N1N=C(c2c(-c3ccccc3)c3cc(Cl)ccc3[nH]c2=O)CC1c1cccs1,"[-0.50113344, -1.1279292, -1.8530674, -2.1345778, 2.6168761, 2.8063781, 2.7155156, -0.31554937, -0.79206914, 1.0580076, -0.2061568, 0.55285966, -0.42418453, 1.0160081, -3.485307, 3.2612116, 3.2717922, 2.6659982, -1.8931642, -4.542769, -2.0131676, 0.5178899, 2.6599128, 0.14839403, -2.5802367, -2.1667776, 0.88816977, -1.7638397, -1.0553038, 3.9052255, -0.35358855, -2.8496428, -0.42538545, -4.028741, 0.860642, -3.485929, 1.9825646, -0.4299936, 2.0133994, 0.27850407, 0.68412066, 2.9588847, -0.15598466, -5.4597025, -3.865167, -4.9920707, 2.3512118, 2.1258447, 0.9405158, -3.069742, -0.7390435, 1.1379303, -2.5110643, -1.6776924, -0.5737223, 2.8594878, -0.4885307, -1.1400084, 0.11670803, 1.9047438, 2.1377506, 2.0634437, -1.8370959, 1.8807954]",36,53
568301,42.03,5.904849758,4.576918042,26.49,Active,Oc1[nH]c2ccc(Br)cc2c1N=Nc1nn[nH]n1,"[-0.16201572, -0.13287227, 0.628358, -0.48542413, 0.7598893, 1.8729547, 1.0419763, -2.1302416, 0.76770526, 1.4532732, -0.56466055, -0.9483997, 0.02316313, 1.4250598, -1.4039454, 1.345347, -0.97527874, 1.2271687, -0.5092136, -1.5057235, -0.27092588, 1.1118827, -0.37414423, 0.16264373, -1.4391838, -1.0628666, 1.5071132, -1.6550182, -1.2190561, 1.7161928, -0.38311133, 1.6243372, -0.2514726, -1.8209742, 0.55714136, -2.2327874, 1.1975702, -1.7238982, 0.6828574, 1.2439476, 0.3485212, 1.720667, 0.11668453, -1.6339909, 1.44435, -2.0621264, 1.1824208, 0.64781576, 2.2570028, -1.861935, 1.364026, 1.6415668, 0.68487334, 0.9188052, -1.0491565, -0.14822696, 1.4748449, -0.6997606, 1.3046317, -0.47773638, 1.7558422, 0.36027613, -0.395327, 1.3099234]",18,53
5730126,52.65,7.540680278,4.886725308,12.98,Active,O=C(O)c1ccc(C=Cc2ccc3cccc(O)c3n2)cc1,"[-0.35052723, -0.67348975, -2.6760237, -0.01673557, 1.1461757, 1.7092247, 2.1559675, -2.893063, 0.04030359, 1.7630711, 0.9118385, 0.51494926, 0.16863567, 0.8568729, -1.8984702, 1.3849972, 1.259894, 0.4969067, -1.5480399, -2.264389, -1.1501956, -0.24143286, 3.0551877, 1.5251445, -1.956525, -1.3375417, 2.007047, 0.7284935, -0.68687147, 1.5727977, -0.8337566, -0.3068427, -0.23558863, -2.080626, 1.3837277, -1.7719352, 0.6330412, -1.769365, 1.5234048, 1.164087, -0.48691702, 1.7765951, 0.11717707, -2.740862, -0.7171955, -1.9468383, 2.3201058, 3.2598753, 1.844536, -1.6399451, 0.88574237, 1.4100243, 0.2551779, -0.32374743, -0.3024408, 1.0684322, 0.8674791, 0.4223053, 1.4959822, -0.37894067, 1.5560154, 1.9329338, 0.11320575, 1.0123492]",22,53
651033,71.43,10.43342012,5.087246696,8.18,Active,O=S(=O)(c1ccc2c(c1)OCCO2)N1CCC(n2nnc3cc(F)ccc32)CC1,"[-0.00424672, -0.7511865, 1.1707819, -0.3582289, 0.6361824, 1.7971097, -1.4628891, -1.8243301, 2.2464733, -3.1908782, 0.04083158, -0.40339497, -0.8626666, -0.44464207, 1.8526772, 0.0896284, 0.7328746, 0.6015172, -0.12976095, 2.1952724, -0.29169437, -0.33955252, 0.20818682, -1.2147186, 0.01255758, 1.9129062, 1.9395914, 1.3174033, 2.3016598, 2.0924256, 0.06013556, 2.3207676, 0.42540973, -0.04403228, 2.0019448, -1.4163585, -0.60269886, -0.89193165, -1.0771283, -1.9431422, -0.23915032, 0.9352621, -1.6517901, 1.1549653, 0.39314285, 0.83321685, -1.5206199, 1.2350641, 1.1260018, 3.264365, 1.6741871, 0.09802371, 1.7327207, -0.44084904, -0.48023245, 1.1278543, 3.3065689, 1.8509339, 0.9722093, -3.121675, 0.20266186, 2.9130938, -0.00636501, 0.7855787]",29,53
2052640,50.01,7.134033143,4.230032199,58.88,Active,Cc1cc(-c2ccc(C(=O)O)s2)cnc1N,"[0.72741014, -0.1293065, -1.8610002, -0.822239, 1.7540451, 1.1213512, 1.6089644, -0.39797625, 1.1097285, -1.1614286, -0.01843711, -0.45984, 0.04133948, 1.820521, 0.5430808, 0.99883646, 0.00343324, 1.155562, -0.0448886, 1.223951, -0.58895224, 1.8197874, -0.05237768, 0.11164205, -0.00454403, 0.70928144, 2.1205049, 0.09883813, 0.36150476, 2.5559008, -0.46508223, 1.7713237, -0.10195062, -0.67270136, 0.6329714, -0.7401322, 0.9302224, -0.0111722, 0.2414748, 0.31346673, -0.10333513, 0.7694215, -0.72007346, -1.9368043, 0.657611, -0.6692681, 0.751865, 1.3734331, 1.0989065, 1.729739, 2.220098, 2.228366, 1.1168174, 0.03893421, 0.7959496, 1.3843069, 1.8199071, -1.6170956, 1.8525372, -0.5990863, 1.0767009, 1.7103035, -0.4676501, 2.1144037]",16,53
135473306,33.42,4.57862558,4.281332265,52.32,Active,Cc1cc(C(=O)NN=Cc2cc(Cl)cc([N+](=O)[O-])c2O)n[nH]1,"[0.3339168, -1.3995352, -1.9953246, 0.5259567, 1.2320757, 1.0715151, 0.8949906, 2.0989237, 1.2094171, 1.2395346, 0.3058224, 0.34190756, -0.390571, 1.2245449, -1.6275231, 1.8583833, 1.5011396, 1.2302235, 0.4184399, -3.4699793, -0.02126819, 1.4939078, 1.6665282, 1.5766617, 0.21980323, -1.3794115, -0.26713043, 0.90999293, -0.21096335, -0.6584483, -0.58202463, -1.9943879, 0.14083262, -2.3693507, 0.11450698, -4.4422398, 1.4525381, -0.37038752, 2.7230678, 0.03492695, 1.9104562, 0.87832725, 1.0173655, -1.6531698, -2.414165, -4.0617795, 1.2579151, 1.0515485, 2.7540207, 0.28428826, 1.4889401, 0.9314005, 0.27290317, -0.3983316, -1.3292487, 0.7867436, 1.4850714, -1.3152114, 1.8105053, 0.61064166, 0.43660408, 1.2354392, 0.51553726, 0.6491316]",22,53
662550,46.93,6.659611486,4.156704917,69.71,Active,O=C1CCC(=O)N1c1nc2n(n1)C(c1ccccc1)C=C(c1ccc(Br)cc1)N2,"[-0.23458755, -0.23574623, -1.3068564, 0.61812073, 2.6569738, 1.5062686, 2.1694224, -1.9348077, -3.9751046, 1.0670644, -1.9876031, -0.6159183, -1.2135732, 1.1349766, -2.560063, 2.1708636, 1.8529971, 2.1002758, -0.60092014, -2.4087331, -0.14023869, 0.6525082, 0.7521924, -0.8582993, -1.0763859, -1.1181625, 1.4122112, -1.4406558, -2.1396217, 1.8702775, 0.30821887, -1.7423549, -0.7429104, -1.5816586, 0.09386794, -0.9257395, 0.19105034, -2.1250362, 0.7580637, 1.9267546, -1.5964931, 1.3238312, 0.52973765, -0.3033486, 2.1221495, -3.6066952, -0.04418835, 2.6219916, 2.8311205, -1.1711088, 0.02840027, 1.7471503, -1.7987901, 0.40077442, -1.679891, 1.6554433, 1.2479122, -1.6501409, 0.4892872, 2.6747174, 0.63865715, -0.19825211, 0.17484966, 1.5469731]",29,53
1481758,42.19,5.929495039,4.372634143,42.4,Active,Nc1c(C(=O)O)cnc2c(-c3ccc(Cl)cc3)cnn12,"[0.5309968, 0.34654763, 0.75424075, 0.33878043, 1.2033906, 0.8552319, 0.5969707, 0.2914049, 1.3507963, -0.42099306, -0.29682988, 0.2468884, -0.14464922, 0.6082007, 1.6786395, 0.9165765, -1.0524318, -0.59403956, 0.12730418, -1.0618649, 0.14478457, 0.774139, -0.85256755, 0.5415122, -0.04897172, -0.6302756, 1.9203627, -1.8196398, -0.92858034, 0.5154733, 0.33621112, 1.3413496, 0.6231724, -0.79245776, 0.7111453, -1.0086887, -0.34353185, -0.18553205, 0.07698262, 1.5548488, 0.04368507, 0.22641224, 1.5166605, -0.85136586, 0.7750634, 1.4603117, 1.1547991, 1.5408046, 0.6110245, 1.2315321, 0.86500925, 0.15743336, 1.6605393, 0.6289251, -1.4617467, -0.3169605, 0.5564202, 1.6375778, -0.47916242, 0.9555896, -0.08060119, 0.37309828, 0.19153701, 1.4882197]",20,53
16194364,29.33,3.948630588,4.462936857,34.44,Active,CCc1ccc(-n2cccc2C=C2C(=N)N3C(=NC2=O)SN=C3S(C)(=O)=O)cc1,"[-0.29678088, -1.0828197, -2.6823206, -0.1166852, 0.30598778, 1.292161, -0.2651217, -0.8808563, 0.64768314, 2.1269827, -0.67210823, 0.6141147, -0.86503077, 1.27671, -1.8031772, 2.02001, -0.6396248, 0.29986358, 0.05639758, 1.6221654, -1.5045295, -1.0167912, 2.0865335, -1.2843988, 0.8221679, -1.9196452, -0.0898765, -1.4044179, -1.1667886, 0.29358697, -1.5190816, 1.1250919, 0.29920974, -3.3423846, 0.8650982, -2.2679632, 1.7299143, -1.5928961, 0.7982231, 2.7606263, -0.05188553, 1.4316248, 0.94475424, -1.9203696, -1.9972504, -1.7751281, 1.985183, 0.26214465, -0.48960346, -1.1664541, 2.0872867, 0.5852293, 0.41688806, 0.5304698, 0.97954047, 1.3198369, 2.8880503, -2.706309, 2.0007732, -1.07926, 2.1796048, 1.9920015, -1.6505601, 2.3168206]",29,53
5892724,40.05,5.599864407,4.523603173,29.95,Active,COC(=O)Cc1c(C)c2ccc(O)c(CN3CCCC(C)C3)c2oc1=O,"[0.37342885, -1.3545668, -0.07925051, -1.2065797, 0.20664294, 1.9792331, 0.16104166, -0.11697462, 2.3088756, -0.89124745, -0.1436395, -0.54799837, -0.78417516, 2.135243, 1.2930589, 1.797804, 0.856341, 1.285455, 1.0761964, 0.761826, -0.4627932, 0.50480646, 1.948434, 0.058302, 0.4100328, -0.9431831, 1.7208434, -0.94115525, -0.27558342, 1.657515, -0.6439695, -0.5724201, 0.31589305, -1.5538677, 1.7466697, -1.6761588, 0.96150357, 0.49947393, 1.125972, 2.5362816, -1.0952318, 0.3375284, 0.4175432, -0.7986807, 0.1216751, -1.5857747, 2.603589, 1.8340487, 0.626872, -1.9832872, 2.2288144, 2.99065, -0.52754164, -0.36187842, -1.1110125, 1.7527144, 1.0326129, -2.1656804, -0.3396041, -1.3640089, 0.5377375, 1.6802372, -2.343814, -0.6727101]",26,53
